ISO,AF,AL,AO,AR,AM,AZ,BD,BJ,BO,BA,BR,BG,BF,BI,CI,KH,CM,CF,TD,CL,CN,CO,CG,CD,CR,DO,EC,EG,SV,ET,FJ,GM,GE,GH,GT,GN,HT,HN,ID,IQ,JO,KZ,KE,XK,KG,LA,LB,LR,MK,MG,MW,ML,MX,MD,MN,ME,MA,MZ,NI,NE,NG,PK,PS,PA,PG,PY,PE,PH,PL,RO,RU,RW,WS,SN,RS,SL,SS,LK,SY,TJ,TZ,TH,TL,TG,TO,TT,TN,TR,UG,UA,UZ,VE,VN,YE,ZM,AT,BE,CH,DE,EE,ES,FI,FR,GR,HR,HU,IE,IT,LI,LT,LV,MT,NL,NO,PT,SE,SI,SK,GB
PA,0.959857933,0.949355029,0.715847729,0.217937631,0.950095773,0.998076778,0.950018376,0.999268639,0.490826331,0.949762393,0.412893287,0.953461696,0.99427396,1,0.998660106,0.999312241,0.999046044,0.998955369,1,0.177561505,0.986942446,0.172200534,0.998952732,1,0.176896118,0.173676071,0.232439025,1,0.163954168,1,0.976591276,0.993249557,0.994638253,0.982672101,0.432647925,1,0.579915624,0.180123036,0.9998873,0.987999078,1,0.985819801,0.999931546,0.950204587,0.994855305,0.999826972,0.996237807,1,0.950631076,0.997238774,1,0.999502472,0.207611914,0.766512959,0.99971447,0.949712634,0.999143213,0.925997698,0.183663759,1,1,0.950955911,1,0,0.993973158,0.931666583,0.320743603,0.995521893,0.949728567,0.741362888,0.955651773,1,0.991262333,0.997114345,0.950338698,0.983933686,1,0.961320455,0.995655087,0.956476174,0.999751669,0.999640997,1,1,0.998899957,0.902997093,1,0.993905978,1,0.948659608,0.991227088,0.178016324,0.999556614,0.999245034,0.999331737,0.930041248,0.791778873,0.803567991,0.92651564,0.98715037,0.238659572,0.995943445,0.609835682,0.946579624,0.944497189,0.998988886,0.910703057,0.664645415,0.926073468,0.949702443,0.950024114,0.954530121,0.929734641,0.932647543,0.402123933,0.928171421,0.949401183,0.954417215,0.908171673
PG,0.99708712,0.996348053,0.998284,0.996191325,0.996378736,0.999860443,0.996373464,0.99999364,0.997568888,0.996354544,0.995924689,0.996644077,0.999950203,1,0.999988347,0.999685052,1,0.999990915,1,0.996381679,1,0.996382721,0.999990892,1,0.995946303,0.996265995,0.996495873,1,0.99634665,1,0.973279248,0.999660373,0.999610929,0.992728357,0.997520787,1,0.996346676,0.996208788,0.978248507,0.999129162,1,0.998845494,0.999995033,0.996386632,0.999636241,1,0.999809243,1,0.996484558,0.977282729,1,0.999995673,0.996379282,0.996505165,0.999993663,0.996350933,0.999992549,0.999553099,0.996308523,1,1,0.996441692,1,0.993973158,0,0.999326385,0.997031788,0.978170024,0.996220599,0.996571992,0.996781903,1,0.953488058,0.999978817,0.996495522,0.992122837,1,0.997139421,0.999684715,0.996841725,0.99998198,0.999564136,0.975293364,1,0.954163056,0.953193097,1,0.999557792,1,0.996410258,0.9993634,0.996399488,0.999877987,0.999945216,0.999718791,0.979560121,0.985770711,0.984168634,0.97986682,0.999067576,0.996127734,0.998954144,0.996236768,0.99631136,0.996369615,0.999885622,0.948415313,0.996251559,0.978286742,0.996350194,0.996373536,0.997392492,0.978997216,0.98270206,0.996167778,0.983064243,0.996364302,0.996692318,0.949621541
PY,0.995387339,0.994182873,0.965132562,0.919895518,0.994265585,0.999779006,0.994257237,0.99992083,0.944520493,0.994227277,0.92798536,0.994654557,0.999380155,1,0.999854956,1,1,0.999886919,1,0.920100025,0.999997486,0.919590086,0.999886633,1,0.92008312,0.919657355,0.9253792,1,0.918788256,1,0.997312194,0.999236347,0.99938389,0.998146777,0.944888606,1,0.954525776,0.920353678,1,0.998620993,1,0.99832677,0.999992134,0.994278089,0.999422206,1,0.999576266,1,0.994334079,0.999701097,1,0.999946142,0.923025144,0.974572327,0.999989964,0.99422156,0.999907253,0.990919408,0.920703629,1,1,0.99436528,1,0.931666583,0.999326385,0,0.934018454,0.999557161,0.994211095,0.97187198,0.994904016,1,0.999025029,0.999679358,0.994303837,0.998250057,1,0.995555396,0.999500733,0.994998747,0.999971465,1,1,1,0.999877049,0.989634845,1,0.999299746,1,0.994114708,0.998982112,0.920022314,1,0.999913248,0.999910129,0.990402369,0.97444187,0.977229582,0.985197953,0.99852347,0.925070039,0.999467397,0.957635942,0.993888059,0.993663663,0.999857041,0.990009434,0.963605121,0.98980086,0.994220388,0.994257351,0.995060336,0.987904699,0.990977614,0.926724839,0.990608586,0.994189521,0.994762155,0.989735895
PE,0.964017301,0.95457721,0.724430115,0.240348455,0.955266658,0.998276055,0.955201534,0.999292873,0.4729328,0.954967822,0.431210562,0.958260538,0.994463699,1,0.998704505,1,1,0.998989985,1,0.20089116,1,0.195684224,0.998987435,1,0.20127939,0.197313514,0.24634862,1,0.187665632,1,0.97928091,0.993813665,0.995193817,0.99183397,0.448738847,1,0.593835646,0.203537262,1,0.989242568,1,0.987471166,0.999938639,0.955364198,0.995506499,1,0.996536872,1,0.955672583,0.99733027,1,0.999518958,0.230214027,0.775865724,0.999921714,0.954923219,0.999171603,0.928232824,0.207003803,1,1,0.956044362,1,0.320743603,0.997031788,0.934018454,0,0.995817611,0.95504896,0.751233922,0.960246967,1,0.995703893,0.997205647,0.955374987,0.992289059,1,0.965328282,0.996105291,0.960985947,0.999777401,1,1,1,0.99945823,0.953220215,1,0.994537417,1,0.953829514,0.992136103,0.201331456,1,0.999323261,0.999624465,0.954145611,0.812354829,0.824924545,0.950419551,0.9884818,0.260769021,0.997157902,0.623172696,0.95188709,0.949809926,0.999138906,0.954992038,0.676675927,0.951774901,0.954914084,0.955202425,0.957926129,0.954350592,0.953161426,0.420377686,0.948498684,0.954604347,0.959140329,0.951540127
PH,0.999726372,0.999654585,0.997904446,0.995170561,0.999659828,0.99998689,0.999655177,0.999994623,0.996865837,0.999657556,0.995676997,0.999682595,0.9999579,1,0.999990148,0.997176407,0.99917874,0.999992319,1,0.994936101,0.989977068,0.994903036,0.9999923,1,0.994937821,0.994904539,0.995274545,1,0.994852211,1,0.914112174,0.999952956,0.999963452,0.999937902,0.99650664,1,0.996911348,0.994952622,0.847243763,0.999918196,1,0.999870872,0.999999533,0.99966057,0.999865784,0.999858125,0.999973665,1,0.999662915,0.839175265,1,0.999996342,0.995121673,0.998295585,0.999848931,0.999657216,0.999993701,0.999454251,0.994974578,1,1,0.999659204,1,0.995521893,0.978170024,0.999557161,0.995817611,0,0.999658173,0.998108273,0.9996977,1,0.856353706,0.999978751,0.999660652,0.999941363,1,0.999362428,0.999970383,0.99970332,0.999998307,0.996578737,0.871276965,1,0.843050808,0.999645834,1,0.99995846,1,0.999648899,0.999940199,0.994932515,0.998822928,0.999994854,0.999978895,0.999652412,0.998580033,0.998682888,0.999624873,0.999912411,0.995218966,0.999978387,0.997141146,0.999634128,0.999618333,0.999993452,0.998803407,0.997542502,0.999633275,0.999657147,0.99965934,0.999694653,0.997893927,0.997188526,0.995592297,0.999599008,0.999654792,0.999689285,0.998838887
PL,0.955886907,0.943557684,0.97401264,0.946423872,0.939622802,0.986846416,0.945079193,0.999903677,0.965883606,0.230643927,0.944827112,0.317725775,0.999245862,1,0.999823532,1,1,0.999862419,1,0.945513887,1,0.945219392,0.999862071,1,0.944977823,0.944738163,0.948838403,1,0.944673131,1,0.974581436,0.999018633,0.929509216,0.989686135,0.962454434,1,0.944673517,0.945542795,1,0.986811896,1,0.807030872,0.999924775,0.921586141,0.929918871,1,0.997111152,1,0.460010171,0.999636337,1,0.999934474,0.94741032,0.838272801,0.998661193,0.276280379,0.999887158,0.993232064,0.945821506,1,1,0.94611246,1,0.949728567,0.996220599,0.994211095,0.95504896,0.999658173,0,0.946729064,0.328505923,1,0.994493908,0.999679208,0.276799121,0.990200677,1,0.957494108,0.99522527,0.948329458,0.999727104,1,1,1,0.999305643,0.942650937,1,0.989701675,1,0.247449068,0.894761332,0.945473307,1,0.99917035,0.999524517,0.908227843,0.938628981,0.927296958,0.92692623,0.803020873,0.941035275,0.989616715,0.948155494,0.933095695,0.249581037,0.99833504,0.926375148,0.94485295,0.943608466,0.265527995,0.274909955,0.992282198,0.945885226,0.91902609,0.941997238,0.937666452,0.236971928,0.268491007,0.932378178
RO,0.954086734,0.947191412,0.856181886,0.706709592,0.948612716,0.996148019,0.941321311,0.999466935,0.813322885,0.946618823,0.700882645,0.949472555,0.995826481,1,0.999023396,1,1,0.999238604,1,0.698765405,0.999987073,0.696835554,0.999236682,1,0.698538492,0.694786512,0.718706486,1,0.693812464,1,0.972609568,0.996555839,0.994084441,0.990568997,0.792216973,1,0.693814597,0.699662216,1,0.986257334,1,0.982327771,0.99991872,0.94864285,0.992978619,1,0.996254704,1,0.945717799,0.997987435,1,0.999637369,0.709746899,0.256444511,0.999885034,0.946605369,0.999375516,0.962545182,0.700991616,1,1,0.942737167,1,0.741362888,0.996571992,0.97187198,0.751233922,0.998108273,0.946729064,0,0.95220156,1,0.995038396,0.998224685,0.941520049,0.991094582,1,0.954582374,0.99505678,0.950409901,0.999705138,1,1,1,0.999374306,0.947130647,1,0.991371857,1,0.939773158,0.989025132,0.698240759,1,0.999103573,0.999556623,0.946479832,0.849256837,0.858684564,0.940578115,0.950777378,0.697327903,0.952412655,0.718708602,0.940205203,0.942673208,0.937444676,0.948005248,0.696669589,0.944974265,0.94666073,0.946829974,0.971307366,0.949352764,0.946123464,0.694619674,0.944830772,0.946057388,0.945707565,0.945832823
RU,0.949577756,0.950079513,0.977017742,0.952639166,0.940419497,0.938082242,0.94954012,0.999914816,0.969837337,0.325533245,0.951248033,0.397532075,0.999333068,1,0.999843938,1,0.999994288,0.999878328,1,0.951816707,0.999633575,0.951554061,0.999878021,1,0.951357506,0.951131931,0.954768122,1,0.951070969,1,0.976676118,0.999143278,0.915837556,0.991146495,0.966796094,1,0.95107131,0.951848668,1,0.984164276,0.999912484,0.745500837,0.999930885,0.93027651,0.874845023,1,0.997331041,1,0.524574673,0.99967839,1,0.999942051,0.95349816,0.833249179,0.996505707,0.365154348,0.999900207,0.994014688,0.952091178,1,1,0.950121733,1,0.955651773,0.996781903,0.994904016,0.960246967,0.9996977,0.328505923,0.95220156,0,1,0.995342215,0.999716303,0.366564343,0.991639896,1,0.960946637,0.995144147,0.944347762,0.999749269,1,1,1,0.99941262,0.951104229,1,0.948298967,1,0.211764849,0.840897779,0.951778614,1,0.999237738,0.999590836,0.918870914,0.946961513,0.936110637,0.937337893,0.774933897,0.947649711,0.984141842,0.953850309,0.937551135,0.34218065,0.99327939,0.939251895,0.951238376,0.951067092,0.352069116,0.308461062,0.993286669,0.952777696,0.931890434,0.948359308,0.946123071,0.331054705,0.399817294,0.943930205
RW,1,1,0.797695644,1,1,1,1,0.886739073,1,1,1,1,0.912249833,0.107796851,0.925651299,1,0.850842652,0.890592778,0.991799268,1,1,1,0.636084323,0.637544883,1,1,1,1,1,1,1,0.973281096,1,0.911078327,1,0.976740657,1,1,1,1,1,1,0.614382458,1,1,1,1,0.947964587,1,1,0.44642426,0.98368985,1,1,1,1,1,0.515340949,1,0.996630285,0.867735291,1,1,1,1,1,1,1,1,1,1,0,1,0.955087534,1,0.978693603,0.989680703,1,1,1,0.419824965,1,1,0.886482436,1,1,1,1,0.541290513,1,1,1,1,1,0.464185723,1,0.999429283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WS,0.995783978,0.994714273,0.997516309,0.994450848,0.994758682,0.999798009,0.994750742,0.999990794,0.996481276,0.994723668,0.994101508,0.995142731,0.999927925,1,0.999983134,0.997875781,0.999937645,0.999986851,1,0.994762943,0.999029347,0.994764451,0.999986818,1,0.994132792,0.994595505,0.994928224,1,0.994712243,1,0.759056907,0.999508434,0.999436869,0.989475225,0.996411656,1,0.99471228,0.994448466,0.856758126,0.998739573,1,0.998325697,0.99999281,0.994770111,0.999463743,0.999989015,0.999723904,1,0.994911846,0.850529321,1,0.999993737,0.994710752,0.994941673,0.999975281,0.994718442,0.999989215,0.999353168,0.994657059,1,1,0.994849316,1,0.991262333,0.953488058,0.999025029,0.995703893,0.856353706,0.994493908,0.995038396,0.995342215,1,0,0.999969341,0.994927716,0.987408943,1,0.995583139,0.999543665,0.9954288,0.999973918,0.997106443,0.837305904,1,0.502709717,0.924033521,1,0.99935996,1,0.994804307,0.999078603,0.994788718,0.999163634,0.999920708,0.999530514,0.970310855,0.979375186,0.976299162,0.970813444,0.998650435,0.99430462,0.998448743,0.994553202,0.994639254,0.994745482,0.999834453,0.909501013,0.99457461,0.968572832,0.994717372,0.994751156,0.995637345,0.968263901,0.974462744,0.994401325,0.975398878,0.994737792,0.995212553,0.911629288
SN,0.99974321,0.999675841,0.974838084,0.996549916,0.999680761,0.999987697,0.999680297,0.916266995,0.997905234,0.999678629,0.996396248,0.999702127,0.891932967,0.955083991,0.940695945,1,0.95159506,0.932879127,0.977497848,0.996616584,1,0.996594598,0.955595393,0.960333028,0.996616767,0.99656556,0.996842167,0.991050073,0.99656064,0.995704742,0.999852139,0.633175433,0.999965701,0.963234338,0.997666003,0.700942529,0.996167029,0.996627368,1,0.993740448,0.991202182,0.999910588,0.972113925,0.999681457,0.999967932,1,0.991458087,0.936313679,0.999683658,0.999969892,0.955141353,0.855653483,0.996740402,0.99840047,0.999999441,0.99967831,0.992319784,0.96030109,0.996642106,0.960500679,0.916647813,0.999686311,0.991399682,0.997114345,0.999978817,0.999679358,0.997205647,0.999978751,0.999679208,0.998224685,0.999716303,0.955087534,0.999969341,0,0.999681534,0.921604748,0.995765012,0.999752566,0.991881966,0.999721577,0.957460705,1,1,0.948820647,0.999996134,0.999668396,0.989733303,0.999785411,0.969881459,0.999670505,0.999943879,0.996608076,1,0.991216397,0.955622,0.999673449,0.997976201,0.99844497,0.999579495,0.999917801,0.996561987,0.999970917,0.995396593,0.999650561,0.999639657,0.999993855,0.999678801,0.99767241,0.999655842,0.999678245,0.999680303,0.990744105,0.999379048,0.999652133,0.996329223,0.999594843,0.999676035,0.999708406,0.999650772
RS,0.95009668,0.944333368,0.974201124,0.946840707,0.941859955,0.983116671,0.935861043,0.999904376,0.966154126,0.107247666,0.945311821,0.310906026,0.999251332,1,0.999824811,1,1,0.999863417,1,0.945913404,0.999970179,0.945616712,0.999863072,1,0.945415026,0.945146678,0.949236079,1,0.945074414,1,0.96995202,0.999050673,0.933068645,0.990358616,0.96272675,1,0.945074797,0.94595378,1,0.985034382,1,0.815000217,0.99991075,0.917697059,0.930177977,1,0.996807888,1,0.452805165,0.999638975,1,0.999934949,0.947803892,0.841293377,0.998687959,0.152503294,0.999887977,0.993281151,0.946224794,1,1,0.937539641,1,0.950338698,0.996495522,0.994303837,0.955374987,0.999660652,0.276799121,0.941520049,0.366564343,1,0.994927716,0.999681534,0,0.990895925,1,0.950354608,0.994656209,0.942691444,0.999676226,1,1,1,0.999360349,0.946693099,1,0.984377818,1,0.290220657,0.897038519,0.945868786,1,0.999015675,0.999543545,0.907065441,0.942101236,0.925752837,0.932338643,0.794670966,0.941799027,0.96564286,0.948557768,0.935616845,0.144404389,0.9645429,0.934011494,0.945272596,0.946693769,0.318499407,0.316501322,0.992550094,0.949424852,0.926241009,0.942574434,0.941531579,0.175590894,0.351067906,0.939142034
SL,0.992432801,0.990512823,0.984431968,0.990124995,0.990592532,0.999637453,0.990578836,0.975732683,0.993684359,0.990529686,0.989412991,0.991281848,0.951482685,0.978691922,0.920931539,1,0.988564509,0.979353999,0.997358692,0.99060018,1,0.990602886,0.978925688,0.98118663,0.989405537,0.9902868,0.990896838,1,0.99050918,1,0.994766593,0.86011713,0.998989255,0.957994955,0.993559401,0.818443989,0.990509246,0.990184969,1,0.997737701,1,0.997000777,0.986897314,0.990613045,0.999055012,1,0.999504444,0.848994123,0.990867441,0.999937617,0.978719135,0.845178111,0.990619687,0.990920976,0.999983536,0.990520306,0.999980643,0.980221209,0.990392893,0.997137852,0.983594072,0.990756084,1,0.983933686,0.992122837,0.998250057,0.992289059,0.999941363,0.990200677,0.991094582,0.991639896,0.978693603,0.987408943,0.921604748,0.990895925,0,0.998016499,0.992708502,0.999180939,0.991795304,0.97980119,1,1,0.978083021,0.998412178,0.880017235,1,0.998851213,0.985711816,0.990674422,0.998346214,0.990646443,1,0.999857681,0.978249894,0.946955934,0.963018941,0.959288345,0.94772169,0.997577711,0.989988417,0.997302849,0.990223723,0.990429074,0.990568839,0.999702865,0.874353609,0.990262147,0.943592416,0.990518385,0.990579024,0.993537047,0.946023939,0.955317535,0.99007198,0.956049577,0.990555036,0.991407169,0.877285423
SS,1,1,0.994619043,0.999923575,1,1,1,0.989394253,1,1,1,1,0.987974203,0.989679888,0.992502041,1,0.994082008,0.965194122,0.979809848,1,1,1,0.986856192,0.974186393,1,1,1,0.996114597,1,0.996030712,1,0.997512626,1,0.990659272,1,0.997834691,1,1,1,0.997616154,0.996582232,1,0.830668315,1,1,1,0.996726203,0.995155808,1,1,0.989693068,0.997861147,1,1,1,1,0.997346117,0.99098286,1,0.998664272,0.993302535,1,0.996687072,1,1,1,1,1,1,1,1,0.989680703,1,0.995765012,1,0.998016499,0,1,0.996884564,1,0.9793527,1,1,0.987074959,1,1,0.996543255,0.999932461,0.842542104,1,1,1,1,0.996613941,0.98980412,1,0.999958374,1,0.999973274,1,0.999946407,0.999996615,0.999838834,1,1,1,1,1,1,1,1,0.997011487,0.999898988,0.999992427,1,0.999975901,1,1,0.999997919
LK,0.690476367,0.956670136,0.979955382,0.958156575,0.954219982,0.995003726,0.491659322,0.999925704,0.973692791,0.956916338,0.95747961,0.943853986,0.999418317,1,0.999863886,0.999982,1,0.999893881,1,0.957975595,1,0.957746521,0.999893613,1,0.95757509,0.957378349,0.960549754,1,0.957325179,1,0.767593222,0.999252786,0.991000205,0.992278168,0.971040286,1,0.957325476,0.958003471,0.999200439,0.908449546,1,0.987105951,0.999301573,0.95355559,0.992527492,1,0.98099243,1,0.950017401,0.999330397,1,0.999949458,0.959442121,0.957868609,0.999925973,0.95315358,0.999912963,0.994779743,0.958214982,1,1,0.524109727,1,0.961320455,0.997139421,0.995555396,0.965328282,0.999362428,0.957494108,0.954582374,0.960946637,1,0.995583139,0.999752566,0.950354608,0.992708502,1,0,0.966854318,0.669803665,0.997466303,0.999972598,0.999682282,1,0.999100324,0.95457518,1,0.955227147,1,0.958068179,0.978627856,0.957942371,0.999993026,0.992304716,0.999146671,0.958088192,0.957602887,0.955418926,0.957002546,0.989108342,0.958450538,0.996009467,0.960030434,0.955439659,0.956027712,0.996917245,0.957439786,0.957471187,0.957321797,0.957366569,0.956007384,0.994144781,0.956140869,0.955887834,0.957414104,0.953714876,0.956676046,0.950878077,0.948092965
SY,0.96006697,0.995153321,0.997748368,0.976086131,0.994405691,0.99330106,0.957173288,0.999991654,0.997044884,0.995175747,0.995223641,0.993711788,0.996998777,1,0.997410662,1,0.977995589,0.98617037,0.837316027,0.995279356,0.999953694,0.995253624,0.999247959,1,0.995234367,0.995212266,0.995568514,0.309971011,0.995206294,0.666439803,0.980466511,0.999916065,0.998108083,0.999132599,0.996746926,1,0.995206327,0.995282487,1,0.499662336,0.228084441,0.993843875,0.977168239,0.994841845,0.993329106,1,0.173340072,1,0.994421545,0.999968491,1,0.97594356,0.995444092,0.995034828,0.999913871,0.994867271,0.465699192,0.999413603,0.995306246,0.795620699,0.933454946,0.956583151,0.22561272,0.995655087,0.999684715,0.999500733,0.996105291,0.999970383,0.99522527,0.99505678,0.995144147,1,0.999543665,0.991881966,0.994656209,0.999180939,0.996884564,0.966854318,0,0.957097166,0.995233535,1,1,1,0.999942453,0.994982823,0.304319262,0.9696882,1,0.995238381,0.992113791,0.995275624,1,0.309068833,0.999919545,0.995147609,0.989807326,0.994814426,0.988089622,0.998776529,0.984552552,0.998837066,0.963039179,0.994968194,0.995108606,0.999732501,0.995219224,0.995222695,0.995205914,0.995210943,0.995094359,0.398199265,0.974553833,0.993535112,0.995216283,0.989529316,0.995159629,0.994803902,0.994060058
TJ,0.477716383,0.951447144,0.977444965,0.953084268,0.947302849,0.897365768,0.573361516,0.999916399,0.970398039,0.947818141,0.952154296,0.930643469,0.999345466,1,0.999846839,1,1,0.99988059,1,0.952712399,0.999255566,0.952454636,0.999880289,1,0.952261734,0.952040353,0.95560895,1,0.951980524,1,0.805406055,0.999159204,0.980644704,0.991311075,0.96741333,1,0.951980858,0.952743766,1,0.875773419,1,0.907477774,0.99941563,0.947792756,0.891066509,1,0.976379198,1,0.940094864,0.999684369,1,0.999943128,0.954362595,0.947890344,0.99865694,0.944991703,0.999902062,0.994125951,0.952981768,1,1,0.570208099,1,0.956476174,0.996841725,0.994998747,0.960985947,0.99970332,0.948329458,0.950409901,0.944347762,1,0.9954288,0.999721577,0.942691444,0.991795304,1,0.669803665,0.957097166,0,0.997880072,1,1,1,0.999423539,0.949756126,1,0.855950353,1,0.947425285,0.854095794,0.952675014,1,0.993555073,0.999196585,0.950109344,0.951516661,0.949035784,0.949494737,0.98645589,0.953217766,0.995654537,0.954363043,0.950203227,0.94725251,0.997328088,0.95203633,0.952144818,0.951976719,0.948331737,0.946814565,0.993411465,0.948965499,0.94969244,0.952063254,0.945188984,0.947691874,0.944577529,0.944369785
TZ,0.998018426,0.999721425,0.808527981,0.999619624,0.999706083,0.999967923,0.996735643,0.892875172,0.999831102,0.999723104,0.99972701,0.999629725,0.916951016,0.419266669,0.929635336,1,0.858583008,0.896403914,0.990596379,0.999730195,1,0.999728724,0.655788441,0.669305151,0.999727623,0.99972636,0.999746721,0.994949496,0.999726019,0.99428343,0.998264428,0.974723952,0.999942219,0.915846606,0.999814073,0.978000869,0.999726021,0.999730374,1,0.995934547,0.995066803,0.999917218,0.642087213,0.999699366,0.999952025,1,0.995090515,0.950783911,0.99967394,0.999998199,0.472156744,0.984233063,0.99973961,0.999728751,0.999999525,0.999696793,0.99495605,0.538664689,0.999731732,0.993377551,0.873780366,0.996905585,0.994943017,0.999751669,0.99998198,0.999971465,0.999777401,0.999998307,0.999727104,0.999705138,0.999749269,0.419824965,0.999973918,0.957460705,0.999676226,0.97980119,0.9793527,0.997466303,0.995233535,0.997880072,0,1,1,0.892632918,0.999996711,0.999708363,0.994947756,0.999614082,0.608818321,0.999730789,0.999862786,0.999729981,1,0.994927248,0.492447312,0.999730918,0.999139101,0.999713144,0.999684983,0.999930073,0.99965511,0.999956632,0.999479874,0.999712982,0.999716783,0.999978723,0.999726758,0.999726956,0.999725997,0.999726285,0.999716614,0.995593806,0.999553805,0.999676235,0.99972659,0.999629095,0.999721356,0.99967856,0.999650404
TH,1,1,1,1,1,1,0.99995015,1,1,1,0.999997491,1,1,1,1,0.968092911,0.986959137,1,1,1,0.975196582,1,1,1,1,1,1,1,1,1,0.99828651,1,1,1,1,1,1,1,0.993012428,1,1,0.99992853,1,1,0.999788784,0.470409232,1,1,1,0.996849166,1,1,1,1,0.999682322,1,1,1,1,1,1,0.999980155,1,0.999640997,0.999564136,1,1,0.996578737,1,1,1,1,0.997106443,1,1,1,1,0.999972598,1,1,1,0,0.997427214,1,0.996863141,1,1,1,1,1,1,1,0.948044778,1,0.999961473,1,1,1,0.999976476,1,1,0.999166236,1,1,1,1,0.999995983,1,1,1,1,1,0.999803078,0.997184477,1,0.997514912,1,1,0.999996263
TL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998140948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90287214,1,1,1,1,1,1,1,0.869162614,1,1,1,1,1,1,1,1,1,1,0.866048025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975293364,1,1,0.871276965,1,1,1,1,0.837305904,1,1,1,1,0.999682282,1,1,1,0.997427214,0,1,0.822189535,1,1,1,1,1,1,1,0.999279791,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99982922,1,1,1,1,1,0.998538062,0.999508714,1,1,1,1,0.999841123
TG,1,1,0.94080671,1,1,1,1,0.67894929,1,1,1,1,0.796669495,0.886473481,0.842380435,1,0.947254341,0.877795404,0.989895072,1,1,1,0.886072829,0.898103953,1,1,1,1,1,1,1,0.969509614,1,0.757792166,1,0.973160334,1,1,1,1,1,1,0.930259437,1,1,1,1,0.944601832,1,1,0.886618464,0.978478228,1,1,1,1,1,0.900806841,1,0.995775019,0.92575869,1,1,1,1,1,1,1,1,1,1,0.886482436,1,0.948820647,1,0.978083021,0.987074959,1,1,1,0.892632918,1,1,0,1,1,1,1,0.923874513,1,1,1,1,1,0.887840087,1,0.999833011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TO,0.99946833,0.999333432,0.999686789,0.999300212,0.999339032,0.999974527,0.99933807,0.999998839,0.999556264,0.999334617,0.999256158,0.999387464,0.999990911,1,0.999997873,0.997733358,1,0.999998342,1,0.99933957,1,0.99933976,0.999998338,1,0.999260103,0.999318455,0.999360413,1,0.999333176,1,0.7395881,0.99993801,0.999928985,0.998672751,0.999547484,1,0.999333181,0.999299912,0.843457321,0.999841051,1,0.999789275,0.999999093,0.999340474,0.999933605,1,0.999965182,1,0.999358347,0.83667518,1,0.99999921,0.999332988,0.999362109,0.999998843,0.999333958,0.99999864,0.99991843,0.999326217,1,1,0.999350524,1,0.998899957,0.954163056,0.999877049,0.99945823,0.843050808,0.999305643,0.999374306,0.99941262,1,0.502709717,0.999996134,0.999360349,0.998412178,1,0.999100324,0.999942453,0.999423539,0.999996711,0.996863141,0.822189535,1,0,0.990420085,1,0.999919286,1,0.999344786,0.999883805,0.99934282,0.999121888,0.999990001,0.999941032,0.996255987,0.997399064,0.997011155,0.996319367,0.99982981,0.999281772,0.999804375,0.99931312,0.999323972,0.999337368,0.999979123,0.988403235,0.99931582,0.99603681,0.999333823,0.999338083,0.999449838,0.994421562,0.996249688,0.999293967,0.996897843,0.999336398,0.999396269,0.988684464
TT,0.953628273,0.944518826,0.97315412,0.940269394,0.944964324,0.997854028,0.941307718,0.999900385,0.961828271,0.944619883,0.936543648,0.948889922,0.999220083,1,0.999817499,1,1,0.999857716,1,0.942991251,1,0.94299075,0.999857357,1,0.935799229,0.941092495,0.94487796,1,0.942422266,1,0.967582185,0.994654231,0.994055366,0.885459799,0.960926966,1,0.942701901,0.940472431,1,0.986142242,1,0.982473402,0.999919609,0.945078441,0.994449398,1,0.996967279,1,0.946526507,0.999623906,1,0.999932234,0.943105605,0.946240017,0.999903732,0.944536283,0.999883301,0.993008478,0.941736413,1,1,0.942598227,1,0.902997093,0.953193097,0.989634845,0.953220215,0.999645834,0.942650937,0.947130647,0.951104229,1,0.924033521,0.999668396,0.946693099,0.880017235,1,0.95457518,0.994982823,0.949756126,0.999708363,1,1,1,0.990420085,0,1,0.992976354,1,0.945463398,0.990221968,0.943258603,1,0.999113377,0.995830765,0.69191176,0.784665116,0.761545928,0.696438091,0.985836024,0.939411976,0.984258174,0.941315364,0.943971763,0.944820125,0.998251073,0.242060647,0.942047608,0.672600751,0.944557673,0.944899636,0.961231458,0.686641225,0.740409709,0.940235826,0.744597687,0.944763606,0.949673681,0.259665206
